rank,country_full,total_points,previous_points,rank_change,rank_date
190,Eritrea,45.49,45,0,2012-05-09
191,Somalia,43.35,43,0,2012-05-09
192,Mauritius,36.79,37,0,2012-05-09
193,Papua New Guinea,34,34,0,2012-05-09
194,Guam,32.45,32,0,2012-05-09
195,Kyrgyz Republic,28.76,29,0,2012-05-09
196,Cook Islands,27.91,28,0,2012-05-09
197,Djibouti,23.15,23,0,2012-05-09
198,Macau,16.3,19,0,2012-05-09
199,British Virgin Islands,13.2,13,0,2012-05-09
200,Anguilla,8.8,9,0,2012-05-09
201,Bhutan,4.25,6,0,2012-05-09
201,Brunei Darussalam,4.25,4,1,2012-05-09
201,Mauritania,4.3,4,1,2012-05-09
204,Timor-Leste,1.7,2,0,2012-05-09
205,Andorra,0,0,0,2012-05-09
205,Montserrat,0,0,0,2012-05-09
205,San Marino,0,0,0,2012-05-09
205,Turks and Caicos Islands,0,0,0,2012-05-09
1,Spain,1456.1,1442,0,2012-06-06
2,Uruguay,1292.35,1309,1,2012-06-06
3,Germany,1288.3,1345,-1,2012-06-06
4,Netherlands,1234.05,1207,0,2012-06-06
5,Brazil,1154.52,1165,1,2012-06-06
6,England,1144.64,1132,1,2012-06-06
7,Argentina,1137.07,1076,2,2012-06-06
8,Croatia,1052.62,1114,0,2012-06-06
9,Denmark,1019.45,1069,1,2012-06-06
10,Portugal,995.51,1190,-5,2012-06-06
11,Chile,994.4,968,2,2012-06-06
12,Italy,976.81,1041,0,2012-06-06
13,Russia,975.37,1049,-2,2012-06-06
14,France,963.75,938,2,2012-06-06
15,Greece,952.6,961,-1,2012-06-06
16,Côte d'Ivoire,942.91,951,-1,2012-06-06
17,Sweden,909.92,931,0,2012-06-06
18,Republic of Ireland,907.42,891,0,2012-06-06
19,Mexico,889.43,867,1,2012-06-06
20,Colombia,880.02,812,3,2012-06-06
21,Switzerland,867.62,891,-3,2012-06-06
22,Paraguay,833.02,801,3,2012-06-06
23,Japan,821.92,753,7,2012-06-06
24,Australia,819.63,862,-3,2012-06-06
25,Ghana,818.19,816,-3,2012-06-06
26,Norway,787.13,805,-2,2012-06-06
27,Czech Republic,770.8,798,-1,2012-06-06
28,USA,767.03,779,1,2012-06-06
29,Bosnia and Herzegovina,756.13,792,-2,2012-06-06
30,Slovenia,742.31,781,-2,2012-06-06
31,Hungary,735.23,692,4,2012-06-06
32,Algeria,734,667,6,2012-06-06
33,Turkey,731.84,720,0,2012-06-06
34,Serbia,724.91,725,-2,2012-06-06
35,Korea Republic,718.81,746,-4,2012-06-06
36,Ecuador,692.88,679,1,2012-06-06
37,Peru,688.1,691,-1,2012-06-06
38,Wales,658.3,635,3,2012-06-06
39,Slovakia,648.86,716,-5,2012-06-06
40,Venezuela,613.55,613,3,2012-06-06
41,Scotland,611.44,596,7,2012-06-06
42,Libya,608.44,602,4,2012-06-06
43,Mali,601.24,656,-4,2012-06-06
43,Zambia,601.17,640,-3,2012-06-06
45,IR Iran,596.08,575,7,2012-06-06
46,Tunisia,591.04,563,10,2012-06-06
46,Panama,591.13,575,6,2012-06-06
48,Egypt,587.86,559,9,2012-06-06
49,Gabon,586.31,621,-7,2012-06-06
50,Montenegro,581.46,569,5,2012-06-06
51,Armenia,578.82,598,-4,2012-06-06
52,Romania,571.74,603,-7,2012-06-06
52,Ukraine,572.43,589,-2,2012-06-06
54,Belgium,563.61,604,-10,2012-06-06
55,El Salvador,550.05,591,-6,2012-06-06
55,Honduras,549.97,540,7,2012-06-06
57,Estonia,527.74,574,-3,2012-06-06
58,Austria,523.93,475,15,2012-06-06
59,Sierra Leone,523.42,542,2,2012-06-06
60,Nigeria,519.62,537,3,2012-06-06
60,Jamaica,519.58,576,-9,2012-06-06
62,Poland,518.24,514,3,2012-06-06
63,Senegal,517.18,448,14,2012-06-06
64,Cameroon,515.09,526,0,2012-06-06
65,Costa Rica,507.25,549,-6,2012-06-06
66,Uzbekistan,503.21,493,4,2012-06-06
67,Guinea,501.75,499,1,2012-06-06
68,South Africa,498.86,500,-1,2012-06-06
69,Belarus,497.24,494,0,2012-06-06
70,Morocco,491.08,548,-10,2012-06-06
71,Haiti,489.57,486,0,2012-06-06
72,Benin,489.45,269,52,2012-06-06
73,China PR,480.51,508,-7,2012-06-06
74,Iraq,477.42,476,-2,2012-06-06
75,Finland,464.07,430,4,2012-06-06
76,Latvia,459.43,465,-2,2012-06-06
77,Canada,457.49,450,-2,2012-06-06
77,Cape Verde Islands,456.88,449,-1,2012-06-06
79,Albania,450.74,384,5,2012-06-06
80,Jordan,428.76,420,1,2012-06-06
81,Israel,426.67,558,-23,2012-06-06
82,Trinidad and Tobago,424.96,419,0,2012-06-06
83,Congo,422.01,366,8,2012-06-06
84,Angola,415.75,440,-6,2012-06-06
85,Guatemala,412.36,396,-2,2012-06-06
86,Burkina Faso,406.58,426,-6,2012-06-06
87,Kuwait,383.41,376,-1,2012-06-06
88,Lithuania,380.15,373,1,2012-06-06
89,Korea DPR,374.74,376,-3,2012-06-06
90,Bulgaria,372.72,354,6,2012-06-06
91,Qatar,371.73,384,-7,2012-06-06
92,Saudi Arabia,368.98,373,-3,2012-06-06
93,Central African Republic,366.15,271,30,2012-06-06
94,Uganda,362.69,362,-1,2012-06-06
95,Bahrain,358.7,361,-1,2012-06-06
95,Georgia,358.65,360,0,2012-06-06
97,Oman,349.23,363,-5,2012-06-06
98,Togo,343.16,374,-10,2012-06-06
98,Vietnam,343.34,347,-1,2012-06-06
100,New Zealand,341,256,30,2012-06-06
101,Sudan,338.25,292,12,2012-06-06
101,Sudan,338.25,292,12,2012-06-06
101,FYR Macedonia,338.33,342,-3,2012-06-06
103,Northern Ireland,335.83,338,-3,2012-06-06
104,Guyana,331.86,341,-5,2012-06-06
105,Antigua and Barbuda,329.67,338,-5,2012-06-06
106,Zimbabwe,329.36,328,-2,2012-06-06
107,Malawi,323.96,332,-5,2012-06-06
108,Gambia,320.06,292,5,2012-06-06
109,Bermuda,318.18,318,-2,2012-06-06
110,Bolivia,312.04,308,-2,2012-06-06
111,Kenya,303.12,285,6,2012-06-06
112,Azerbaijan,300.35,305,-3,2012-06-06
112,Chad,299.97,289,3,2012-06-06
114,St Kitts and Nevis,297.92,298,-3,2012-06-06
114,Equatorial Guinea,298.38,330,-11,2012-06-06
116,Botswana,294.53,321,-10,2012-06-06
117,Mozambique,289.76,300,-7,2012-06-06
118,São Tomé e Príncipe,288.1,288,-2,2012-06-06
119,Rwanda,283.93,327,-14,2012-06-06
119,United Arab Emirates,283.68,281,1,2012-06-06
121,Luxembourg,283.08,283,-2,2012-06-06
122,Niger,278.74,274,0,2012-06-06
122,Faroe Islands,279.06,284,-4,2012-06-06
124,Liberia,277.25,296,-12,2012-06-06
125,Cyprus,266.14,252,8,2012-06-06
126,Syria,262.72,268,0,2012-06-06
127,Congo DR,257.11,269,-3,2012-06-06
128,Suriname,254.7,252,5,2012-06-06
129,Tajikistan,253.58,255,2,2012-06-06
130,Ethiopia,248.71,236,8,2012-06-06
131,Burundi,248.43,267,-4,2012-06-06
131,Iceland,247.95,255,0,2012-06-06
133,Dominican Republic,246.62,247,2,2012-06-06
134,Namibia,245.6,281,-14,2012-06-06
135,Belize,235.71,235,5,2012-06-06
136,Thailand,234,232,5,2012-06-06
137,Puerto Rico,223.83,236,1,2012-06-06
138,Turkmenistan,219.15,220,6,2012-06-06
139,Tanzania,213.72,217,6,2012-06-06
140,Moldova,211.53,222,2,2012-06-06
141,Nicaragua,208.74,211,5,2012-06-06
141,Kazakhstan,208.64,243,-4,2012-06-06
143,Lebanon,207.15,260,-14,2012-06-06
144,Grenada,206.32,221,-1,2012-06-06
145,Cuba,196.87,244,-9,2012-06-06
146,St Vincent and the Grenadines,195.7,191,1,2012-06-06
147,Malta,195.31,161,3,2012-06-06
148,Liechtenstein,176.88,261,-20,2012-06-06
149,Philippines,164.27,172,-1,2012-06-06
149,Nepal,163.53,164,0,2012-06-06
151,Indonesia,158.96,159,0,2012-06-06
152,Bangladesh,156.54,156,0,2012-06-06
153,Palestine,153.1,151,1,2012-06-06
154,Malaysia,151.11,153,-1,2012-06-06
155,New Caledonia,149.73,150,0,2012-06-06
156,Samoa,148.75,149,0,2012-06-06
157,Singapore,142.65,145,1,2012-06-06
158,Hong Kong,141.59,132,3,2012-06-06
159,Yemen,140.79,148,-2,2012-06-06
160,Curaçao,136.67,138,-1,2012-06-06
161,Fiji,133.45,133,-1,2012-06-06
162,Bahamas,132,132,-1,2012-06-06
163,Madagascar,127.64,121,3,2012-06-06
164,India,120.85,122,0,2012-06-06
165,Aruba,119.8,120,2,2012-06-06
165,Maldives,120.01,122,-1,2012-06-06
167,Chinese Taipei,115.34,117,1,2012-06-06
168,Afghanistan,114.05,115,2,2012-06-06
169,Guinea-Bissau,110.51,116,0,2012-06-06
170,Lesotho,108.54,131,-7,2012-06-06
171,Vanuatu,102.76,103,1,2012-06-06
172,Laos,96.18,96,1,2012-06-06
173,Dominica,95.43,95,1,2012-06-06
174,Myanmar,93.85,94,1,2012-06-06
175,Cambodia,93.08,94,0,2012-06-06
176,Mongolia,87.6,88,1,2012-06-06
176,Tonga,87.55,88,1,2012-06-06
178,Barbados,86.7,106,-7,2012-06-06
179,Swaziland,86.37,86,0,2012-06-06
179,Tahiti,86.19,86,0,2012-06-06
181,Pakistan,82.25,80,0,2012-06-06
182,US Virgin Islands,78.22,78,0,2012-06-06
183,Solomon Islands,74.62,75,0,2012-06-06
184,Sri Lanka,74.31,74,0,2012-06-06
185,Cayman Islands,72.41,72,0,2012-06-06
186,American Samoa,60.71,61,0,2012-06-06
187,Comoros,54.3,60,0,2012-06-06
188,St Lucia,52.44,52,0,2012-06-06
189,Seychelles,47.68,47,0,2012-06-06
190,Eritrea,45.49,45,0,2012-06-06
191,Somalia,43.35,43,0,2012-06-06
192,Mauritius,37.47,37,0,2012-06-06
193,Papua New Guinea,34,34,0,2012-06-06
194,Guam,32.45,32,0,2012-06-06
195,Cook Islands,27.91,28,1,2012-06-06
196,Kyrgyz Republic,23.66,29,-1,2012-06-06
197,Djibouti,23.32,23,0,2012-06-06
198,Macau,17.15,16,0,2012-06-06
199,Andorra,15.17,0,6,2012-06-06
200,British Virgin Islands,13.2,13,-1,2012-06-06
201,Anguilla,8.8,9,-1,2012-06-06
202,Brunei Darussalam,4.86,4,-1,2012-06-06
203,Bhutan,4.25,4,-2,2012-06-06
203,Mauritania,4.3,4,-2,2012-06-06
205,Timor-Leste,1.7,2,-1,2012-06-06
206,Montserrat,0,0,-1,2012-06-06
206,San Marino,0,0,-1,2012-06-06
206,Turks and Caicos Islands,0,0,-1,2012-06-06
1,Spain,1691.12,1456,0,2012-07-04
2,Germany,1501.7,1288,1,2012-07-04
3,Uruguay,1296.87,1292,-1,2012-07-04
4,England,1293.9,1145,2,2012-07-04
5,Portugal,1212.76,996,5,2012-07-04
6,Italy,1192.25,977,6,2012-07-04
7,Argentina,1095.1,1137,0,2012-07-04
8,Netherlands,1079.28,1234,-4,2012-07-04
9,Croatia,1050.49,1053,-1,2012-07-04
10,Denmark,1017.26,1019,-1,2012-07-04
11,Brazil,1011.81,1155,-6,2012-07-04
12,Greece,1002.66,953,3,2012-07-04
13,Russia,981.02,975,0,2012-07-04
14,France,979.62,964,0,2012-07-04
15,Chile,960.7,994,-4,2012-07-04
16,Côte d'Ivoire,939.02,943,0,2012-07-04
17,Sweden,909.27,910,0,2012-07-04
18,Czech Republic,854.09,771,9,2012-07-04
19,Mexico,831.97,889,0,2012-07-04
20,Japan,829.19,822,3,2012-07-04
21,Switzerland,828.02,868,0,2012-07-04
22,Colombia,814.13,880,-2,2012-07-04
23,Australia,806.68,820,1,2012-07-04
24,Norway,779.94,787,2,2012-07-04
25,Paraguay,772.06,833,-3,2012-07-04
26,Republic of Ireland,761.66,907,-8,2012-07-04
27,Ecuador,752.12,693,9,2012-07-04
28,Korea Republic,739.57,719,7,2012-07-04
29,Turkey,734.66,732,4,2012-07-04
30,Bosnia and Herzegovina,728.72,756,-1,2012-07-04
31,Hungary,716.2,735,0,2012-07-04
32,Peru,711.65,688,5,2012-07-04
33,Ghana,707.27,818,-8,2012-07-04
34,Slovenia,705.6,742,-4,2012-07-04
35,Algeria,693.43,734,-3,2012-07-04
36,USA,686.81,767,-8,2012-07-04
37,Serbia,675.03,725,-3,2012-07-04
38,Wales,658.3,658,0,2012-07-04
39,Libya,655.26,608,3,2012-07-04
40,Mali,650.1,601,3,2012-07-04
41,Zambia,648.07,601,2,2012-07-04
42,Egypt,631.23,588,6,2012-07-04
43,Tunisia,627.35,591,3,2012-07-04
44,Slovakia,626.43,649,-5,2012-07-04
45,Gabon,623.66,586,4,2012-07-04
46,Ukraine,620.56,572,6,2012-07-04
47,Venezuela,615.03,614,-7,2012-07-04
48,Panama,612.25,591,-2,2012-07-04
49,Scotland,611.44,611,-8,2012-07-04
50,IR Iran,581.2,596,-5,2012-07-04
50,Montenegro,581.46,581,0,2012-07-04
52,Romania,579.77,572,0,2012-07-04
53,Belgium,563.61,564,1,2012-07-04
54,Poland,559.87,518,8,2012-07-04
55,Armenia,559.06,579,-4,2012-07-04
56,Estonia,553.86,528,1,2012-07-04
57,Costa Rica,541.01,507,8,2012-07-04
58,Nigeria,525.09,520,2,2012-07-04
59,Cameroon,519.95,515,5,2012-07-04
60,Austria,517.46,524,-2,2012-07-04
61,Senegal,506.31,517,2,2012-07-04
62,Haiti,503.4,490,9,2012-07-04
63,Jamaica,496.47,520,-3,2012-07-04
63,Honduras,495.73,550,-8,2012-07-04
65,Sierra Leone,488.3,523,-6,2012-07-04
65,Uzbekistan,488.06,503,1,2012-07-04
67,El Salvador,487.2,550,-12,2012-07-04
68,South Africa,474.46,499,0,2012-07-04
68,China PR,473.6,481,5,2012-07-04
68,Canada,474.15,457,9,2012-07-04
71,Morocco,470.62,491,-1,2012-07-04
72,Latvia,466.06,459,4,2012-07-04
73,Central African Republic,461.66,366,20,2012-07-04
74,Finland,457.83,464,1,2012-07-04
75,Albania,447.85,451,4,2012-07-04
75,Guinea,448.46,502,-8,2012-07-04
77,Belarus,446.71,497,-8,2012-07-04
78,Benin,446.25,489,-6,2012-07-04
79,Cape Verde Islands,441.03,457,-2,2012-07-04
80,Trinidad and Tobago,432.4,425,2,2012-07-04
81,Iraq,428.15,477,-7,2012-07-04
82,Israel,426.67,427,-1,2012-07-04
83,Bolivia,419.25,312,27,2012-07-04
84,Jordan,416.51,429,-4,2012-07-04
85,Uganda,409.47,363,9,2012-07-04
86,Angola,406.86,416,-2,2012-07-04
87,Burkina Faso,405.32,407,-1,2012-07-04
88,Guatemala,401.12,412,-3,2012-07-04
89,Korea DPR,386.09,375,0,2012-07-04
90,Lithuania,376.47,380,-2,2012-07-04
91,Congo,374.95,422,-8,2012-07-04
92,Bulgaria,372.72,373,-2,2012-07-04
93,Kuwait,370.05,383,-6,2012-07-04
93,Malawi,370.08,324,14,2012-07-04
95,New Zealand,366.45,341,5,2012-07-04
96,Oman,358.12,349,1,2012-07-04
97,Georgia,356.51,359,-2,2012-07-04
98,Qatar,355.52,372,-7,2012-07-04
98,Togo,355.98,343,0,2012-07-04
100,Zimbabwe,347.09,329,6,2012-07-04
101,Saudi Arabia,339.36,369,-9,2012-07-04
102,Northern Ireland,335.83,336,1,2012-07-04
103,Bahrain,331.17,359,-8,2012-07-04
103,FYR Macedonia,330.6,338,-2,2012-07-04
105,Sudan,329.36,338,-4,2012-07-04
105,Sudan,329.36,338,-4,2012-07-04
106,Antigua and Barbuda,325.77,330,-1,2012-07-04
107,Mozambique,315.67,290,10,2012-07-04
108,Azerbaijan,307.67,300,4,2012-07-04
109,Guyana,304.49,332,-5,2012-07-04
110,Luxembourg,302.73,283,11,2012-07-04
111,Equatorial Guinea,301.8,298,3,2012-07-04
112,St Kitts and Nevis,301.21,298,2,2012-07-04
113,Botswana,296.37,295,3,2012-07-04
114,Niger,290.95,279,8,2012-07-04
114,Congo DR,290.82,257,13,2012-07-04
116,United Arab Emirates,286.57,284,3,2012-07-04
117,Bermuda,281.45,318,-8,2012-07-04
117,Namibia,280.98,246,17,2012-07-04
119,Ethiopia,272.8,249,11,2012-07-04
120,Vietnam,271.67,343,-22,2012-07-04
120,Liberia,272.05,277,4,2012-07-04
122,Cyprus,266.14,266,3,2012-07-04
123,Chad,261.54,300,-11,2012-07-04
124,Tajikistan,257.5,254,5,2012-07-04
125,Kenya,255.72,303,-14,2012-07-04
125,Rwanda,255.96,284,-6,2012-07-04
127,Tanzania,252.93,214,12,2012-07-04
128,Gambia,251.36,320,-20,2012-07-04
129,Iceland,249.72,248,2,2012-07-04
130,Dominican Republic,246.62,247,3,2012-07-04
131,Belize,242.35,236,4,2012-07-04
132,São Tomé e Príncipe,240.08,288,-14,2012-07-04
132,Syria,240.29,263,-6,2012-07-04
132,Suriname,239.94,255,-4,2012-07-04
135,Thailand,235.31,234,1,2012-07-04
136,Burundi,234.35,248,-5,2012-07-04
137,Turkmenistan,222.88,219,1,2012-07-04
138,Tahiti,213.52,86,41,2012-07-04
139,Moldova,213.46,212,1,2012-07-04
140,Puerto Rico,209.97,224,-3,2012-07-04
141,Nicaragua,208.74,209,0,2012-07-04
142,Grenada,203.57,206,2,2012-07-04
143,New Caledonia,200.28,150,12,2012-07-04
144,Lebanon,197.01,207,-1,2012-07-04
145,Malta,195.97,195,2,2012-07-04
145,St Vincent and the Grenadines,195.7,196,1,2012-07-04
147,Kazakhstan,194.65,209,-6,2012-07-04
148,Yemen,179.35,141,11,2012-07-04
149,Liechtenstein,176.88,177,-1,2012-07-04
150,Cuba,171.3,197,-5,2012-07-04
151,Bangladesh,160.42,157,1,2012-07-04
152,Philippines,156.66,164,-3,2012-07-04
153,Indonesia,156.11,159,-2,2012-07-04
154,Palestine,153.63,153,-1,2012-07-04
155,Nepal,149.13,164,-6,2012-07-04
155,Faroe Islands,149.44,279,-33,2012-07-04
157,Malaysia,139.19,151,-3,2012-07-04
158,Singapore,137.75,143,-1,2012-07-04
158,Curaçao,138.06,137,2,2012-07-04
160,Hong Kong,131.61,142,-2,2012-07-04
161,Fiji,129.91,133,0,2012-07-04
162,Afghanistan,122.22,114,6,2012-07-04
163,India,120.85,121,1,2012-07-04
164,Aruba,119.8,120,1,2012-07-04
164,Maldives,119.63,120,1,2012-07-04
166,Lesotho,119.09,109,4,2012-07-04
167,Madagascar,114.51,128,-4,2012-07-04
168,Vanuatu,104.04,103,3,2012-07-04
169,Guinea-Bissau,102.91,111,0,2012-07-04
170,Barbados,100.23,87,8,2012-07-04
171,Bahamas,99,132,-9,2012-07-04
172,Dominica,95.43,95,1,2012-07-04
173,Samoa,92.97,149,-17,2012-07-04
174,Solomon Islands,92.25,75,9,2012-07-04
175,Tonga,86.7,88,1,2012-07-04
176,Chinese Taipei,85.96,115,-9,2012-07-04
177,US Virgin Islands,84.54,78,5,2012-07-04
178,Pakistan,71.5,82,3,2012-07-04
178,Cayman Islands,72.41,72,7,2012-07-04
180,Myanmar,67.08,94,-6,2012-07-04
181,Sri Lanka,63.63,74,3,2012-07-04
182,Swaziland,62.89,86,-3,2012-07-04
183,American Samoa,60.71,61,3,2012-07-04
184,Mongolia,55.35,88,-8,2012-07-04
185,Comoros,54.3,54,2,2012-07-04
186,St Lucia,52.44,52,2,2012-07-04
187,Seychelles,46.18,48,2,2012-07-04
187,Papua New Guinea,46.04,34,6,2012-07-04
189,Eritrea,45.49,45,1,2012-07-04
190,Laos,43.65,96,-18,2012-07-04
191,Somalia,43.35,43,0,2012-07-04
192,Cambodia,40.41,93,-17,2012-07-04
193,Mauritius,38.45,37,-1,2012-07-04
194,Guam,32.45,32,0,2012-07-04
195,Cook Islands,24.51,28,0,2012-07-04
196,Kyrgyz Republic,23.66,24,0,2012-07-04
196,Djibouti,24.1,23,1,2012-07-04
198,Andorra,15.17,15,1,2012-07-04
199,British Virgin Islands,13.2,13,1,2012-07-04
199,Macau,13.46,17,-1,2012-07-04
201,Brunei Darussalam,4.86,5,1,2012-07-04
202,Mauritania,4.3,4,1,2012-07-04
202,Anguilla,4.4,9,-1,2012-07-04
204,Timor-Leste,1.7,2,1,2012-07-04
205,Montserrat,0,0,1,2012-07-04
205,San Marino,0,0,1,2012-07-04
205,Turks and Caicos Islands,0,0,1,2012-07-04
205,Bhutan,0,4,-2,2012-07-04
1,Spain,1604.52,1691,0,2012-08-08
2,Germany,1473.88,1502,0,2012-08-08
3,England,1293.9,1294,1,2012-08-08
4,Uruguay,1236.13,1297,-1,2012-08-08
5,Portugal,1212.76,1213,0,2012-08-08
6,Italy,1192.25,1192,0,2012-08-08
7,Argentina,1098.02,1095,0,2012-08-08
8,Netherlands,1053.37,1079,0,2012-08-08
9,Croatia,1050.49,1050,0,2012-08-08
10,Denmark,1017.26,1017,0,2012-08-08
11,Russia,1016.35,981,2,2012-08-08
12,Greece,1002.66,1003,0,2012-08-08
13,Brazil,991,1012,-2,2012-08-08
14,France,979.62,980,0,2012-08-08
15,Chile,953.07,961,0,2012-08-08
16,Côte d'Ivoire,939.02,939,0,2012-08-08
17,Sweden,909.27,909,0,2012-08-08
18,Mexico,861.88,832,1,2012-08-08
19,Czech Republic,854.09,854,-1,2012-08-08
20,Ecuador,836.36,752,7,2012-08-08
21,Colombia,835.41,814,1,2012-08-08
22,Japan,829.19,829,-2,2012-08-08
23,Switzerland,828.02,828,-2,2012-08-08
24,Australia,806.68,807,-1,2012-08-08
25,Norway,779.94,780,-1,2012-08-08
26,Republic of Ireland,779.04,762,0,2012-08-08
27,Paraguay,747.47,772,-2,2012-08-08
28,Hungary,746.23,716,3,2012-08-08
29,Korea Republic,739.57,740,-1,2012-08-08
30,Turkey,734.66,735,-1,2012-08-08
31,Bosnia and Herzegovina,728.72,729,-1,2012-08-08
32,Ghana,707.27,707,1,2012-08-08
33,Slovenia,705.6,706,1,2012-08-08
34,Algeria,693.43,693,1,2012-08-08
35,Serbia,675.03,675,2,2012-08-08
36,USA,672.13,687,0,2012-08-08
37,Wales,658.3,658,1,2012-08-08
38,Libya,655.26,655,1,2012-08-08
39,Mali,650.1,650,1,2012-08-08
40,Egypt,636.74,631,2,2012-08-08
41,Tunisia,627.35,627,2,2012-08-08
42,Slovakia,626.43,626,2,2012-08-08
43,Gabon,623.66,624,2,2012-08-08
44,Zambia,623.14,648,-3,2012-08-08
45,Ukraine,620.56,621,1,2012-08-08
46,Scotland,611.44,611,3,2012-08-08
47,Peru,606.97,712,-15,2012-08-08
48,IR Iran,590.2,581,2,2012-08-08
49,Estonia,587.12,554,7,2012-08-08
50,Montenegro,581.46,581,0,2012-08-08
51,Romania,579.77,580,1,2012-08-08
52,Venezuela,570.29,615,-5,2012-08-08
53,Belgium,563.61,564,0,2012-08-08
54,Poland,559.87,560,0,2012-08-08
54,Panama,560.2,612,-6,2012-08-08
56,Armenia,559.06,559,-1,2012-08-08
57,Sierra Leone,528.64,488,8,2012-08-08
58,Nigeria,525.09,525,0,2012-08-08
59,Cameroon,519.95,520,0,2012-08-08
60,Austria,517.46,517,0,2012-08-08
61,Senegal,506.31,506,0,2012-08-08
62,Costa Rica,500.73,541,-5,2012-08-08
63,Uzbekistan,492.52,488,2,2012-08-08
64,El Salvador,489.89,487,3,2012-08-08
65,Honduras,486.05,496,-2,2012-08-08
66,Jamaica,478.88,496,-3,2012-08-08
67,South Africa,474.46,474,1,2012-08-08
68,Morocco,472.51,471,3,2012-08-08
69,China PR,470.4,474,-1,2012-08-08
70,Latvia,463.42,466,2,2012-08-08
71,Central African Republic,461.66,462,2,2012-08-08
72,Finland,450.55,458,2,2012-08-08
73,Bolivia,449.17,419,10,2012-08-08
74,Albania,447.85,448,1,2012-08-08
74,Guinea,448.46,448,1,2012-08-08
76,Belarus,446.71,447,1,2012-08-08
77,Benin,446.25,446,1,2012-08-08
78,Cape Verde Islands,441.03,441,1,2012-08-08
79,Canada,438.58,474,-11,2012-08-08
80,Haiti,434.78,503,-18,2012-08-08
80,Trinidad and Tobago,435.32,432,0,2012-08-08
82,Israel,426.67,427,0,2012-08-08
83,Jordan,424.54,417,1,2012-08-08
84,Iraq,420.15,428,-3,2012-08-08
85,Angola,406.86,407,1,2012-08-08
85,Lithuania,407.11,376,5,2012-08-08
87,Burkina Faso,405.32,405,0,2012-08-08
88,Guatemala,398.64,401,0,2012-08-08
88,Uganda,399.11,409,-3,2012-08-08
90,Malawi,396.52,370,3,2012-08-08
91,Korea DPR,392.22,386,-2,2012-08-08
92,Congo,374.95,375,-1,2012-08-08
92,Oman,374.92,358,4,2012-08-08
94,Bulgaria,372.72,373,-2,2012-08-08
95,New Zealand,366.45,366,0,2012-08-08
96,Kuwait,358.87,370,-3,2012-08-08
97,Georgia,356.51,357,0,2012-08-08
98,Qatar,353.9,356,0,2012-08-08
99,Togo,342.23,356,-1,2012-08-08
100,Antigua and Barbuda,336.77,326,6,2012-08-08
101,Northern Ireland,335.83,336,1,2012-08-08
102,Bahrain,331.17,331,1,2012-08-08
102,FYR Macedonia,330.6,331,1,2012-08-08
104,Sudan,329.36,329,1,2012-08-08
104,Sudan,329.36,329,1,2012-08-08
104,Saudi Arabia,328.72,339,-3,2012-08-08
106,Zimbabwe,328.49,347,-6,2012-08-08
107,Mozambique,316.18,316,0,2012-08-08
108,Azerbaijan,307.67,308,0,2012-08-08
109,Guyana,307.08,304,0,2012-08-08
110,Luxembourg,302.73,303,0,2012-08-08
111,Equatorial Guinea,301.8,302,0,2012-08-08
112,Botswana,300.62,296,1,2012-08-08
113,St Kitts and Nevis,297.92,301,-1,2012-08-08
113,Namibia,298.5,281,4,2012-08-08
115,Congo DR,290.82,291,-1,2012-08-08
115,Niger,290.95,291,-1,2012-08-08
117,Liberia,287.35,272,3,2012-08-08
118,Chad,284.15,262,5,2012-08-08
118,Dominican Republic,283.53,247,12,2012-08-08
120,Bermuda,281.45,281,-3,2012-08-08
121,United Arab Emirates,279.43,287,-5,2012-08-08
122,Ethiopia,272.8,273,-3,2012-08-08
123,Cyprus,266.14,266,-1,2012-08-08
123,Turkmenistan,266.08,223,14,2012-08-08
125,Rwanda,263.93,256,0,2012-08-08
126,Kenya,259.24,256,-1,2012-08-08
127,Lebanon,253.91,197,17,2012-08-08
128,Tanzania,252.93,253,-1,2012-08-08
129,Gambia,251.19,251,-1,2012-08-08
130,Iceland,249.72,250,-1,2012-08-08
131,São Tomé e Príncipe,240.08,240,1,2012-08-08
132,Belize,236.44,242,-1,2012-08-08
133,Burundi,234.35,234,3,2012-08-08
133,Thailand,234.46,235,2,2012-08-08
135,Suriname,229.38,240,-3,2012-08-08
136,Tahiti,213.52,214,2,2012-08-08
137,Moldova,213.46,213,2,2012-08-08
138,Puerto Rico,209.97,210,2,2012-08-08
139,Nicaragua,202.88,209,2,2012-08-08
140,Tajikistan,201.72,258,-16,2012-08-08
141,New Caledonia,200.28,200,2,2012-08-08
142,Grenada,197.78,204,0,2012-08-08
143,Malta,195.97,196,2,2012-08-08
143,St Vincent and the Grenadines,195.7,196,2,2012-08-08
145,Kazakhstan,194.65,195,2,2012-08-08
146,Vietnam,182.56,272,-26,2012-08-08
147,Syria,180.47,240,-15,2012-08-08
148,Liechtenstein,176.88,177,1,2012-08-08
149,Cuba,171.3,171,1,2012-08-08
150,Philippines,167.37,157,2,2012-08-08
151,Yemen,154.49,179,-3,2012-08-08
152,Palestine,153.01,154,2,2012-08-08
153,Faroe Islands,149.44,149,2,2012-08-08
154,Hong Kong,147.29,132,6,2012-08-08
155,Fiji,146.2,130,6,2012-08-08
156,Vanuatu,142.15,104,12,2012-08-08
157,Aruba,133.76,120,7,2012-08-08
157,Malaysia,134.16,139,0,2012-08-08
159,Indonesia,127.99,156,-6,2012-08-08
159,Solomon Islands,127.72,92,15,2012-08-08
