rank;country_full;total_points;previous_points;rank_change;rank_date
97;Malawi;340.59;341;0;07/05/2015
99;Qatar;337.21;337;0;07/05/2015
100;Lithuania;332.87;333;0;07/05/2015
101;Ethiopia;321.45;321;0;07/05/2015
102;Faroe Islands;318.4;318;0;07/05/2015
103;Jordan;316.21;316;0;07/05/2015
104;Botswana;313.79;314;0;07/05/2015
105;FYR Macedonia;311.63;312;0;07/05/2015
106;Antigua and Barbuda;311.23;311;0;07/05/2015
107;Tanzania;303.64;302;0;07/05/2015
108;Bahrain;298.85;299;0;07/05/2015
109;Cuba;298.25;298;0;07/05/2015
110;St Vincent and the Grenadines;290.86;262;6;07/05/2015
111;Sudan;287.64;288;-1;07/05/2015
112;Libya;281.4;281;-1;07/05/2015
112;St Kitts and Nevis;280.55;281;-1;07/05/2015
114;Namibia;278.98;279;-1;07/05/2015
115;Canada;276.95;277;-1;07/05/2015
116;Azerbaijan;263.63;264;-1;07/05/2015
117;Kenya;257.74;258;0;07/05/2015
118;Dominican Republic;256.55;257;0;07/05/2015
119;Niger;252.02;252;0;07/05/2015
120;Moldova;244.85;245;1;07/05/2015
121;Lesotho;241.88;242;1;07/05/2015
122;Burundi;237.38;237;1;07/05/2015
123;Zimbabwe;234.68;237;0;07/05/2015
124;Vietnam;228.83;229;1;07/05/2015
125;Syria;224.74;225;1;07/05/2015
126;Kuwait;224.08;224;1;07/05/2015
127;Liechtenstein;219.42;219;1;07/05/2015
128;Bermuda;216.94;217;1;07/05/2015
129;Mauritania;216.14;246;-9;07/05/2015
130;Barbados;215.49;215;0;07/05/2015
131;St Lucia;213.61;202;5;07/05/2015
132;Guinea-Bissau;212.2;212;-1;07/05/2015
132;Liberia;212.04;212;-1;07/05/2015
134;Kazakhstan;209.68;210;-1;07/05/2015
135;Afghanistan;207.6;203;0;07/05/2015
136;Aruba;203.99;204;-2;07/05/2015
137;Philippines;200.15;193;2;07/05/2015
137;Luxembourg;199.65;200;0;07/05/2015
139;Georgia;197.19;197;-1;07/05/2015
140;Maldives;190.92;191;1;07/05/2015
141;Palestine;190.22;192;-1;07/05/2015
142;Thailand;183.4;183;0;07/05/2015
143;Tajikistan;173.15;175;0;07/05/2015
144;Central African Republic;163.1;163;0;07/05/2015
144;Lebanon;163.08;163;0;07/05/2015
144;New Zealand;162.98;163;0;07/05/2015
147;India;160.83;161;0;07/05/2015
148;Curaçao;158.99;159;0;07/05/2015
149;Malta;157.83;158;0;07/05/2015
150;Madagascar;156.27;156;0;07/05/2015
151;Timor-Leste;151.06;151;1;07/05/2015
152;Chad;150.43;155;-1;07/05/2015
153;Kyrgyz Republic;147.86;146;0;07/05/2015
154;Nicaragua;142.17;142;0;07/05/2015
155;Suriname;140.61;115;14;07/05/2015
156;Korea DPR;139.39;137;1;07/05/2015
157;Gambia;137.99;138;-1;07/05/2015
158;Myanmar;133.02;133;0;07/05/2015
159;Turkmenistan;131.41;131;0;07/05/2015
159;Indonesia;131.35;131;0;07/05/2015
159;Belize;130.61;131;0;07/05/2015
162;Singapore;130.46;130;0;07/05/2015
163;Guyana;127.76;139;-8;07/05/2015
163;Bhutan;127.5;128;0;07/05/2015
165;Dominica;120.91;96;12;07/05/2015
166;Malaysia;120.48;123;-2;07/05/2015
167;Puerto Rico;118.98;119;-1;07/05/2015
168;Yemen;117.09;111;2;07/05/2015
169;Hong Kong;115.85;116;-2;07/05/2015
169;Bangladesh;115.77;116;-2;07/05/2015
171;Grenada;112.93;120;-6;07/05/2015
172;Montserrat;107.05;107;-1;07/05/2015
173;Pakistan;105.69;106;-1;07/05/2015
174;US Virgin Islands;103.62;104;-1;07/05/2015
175;New Caledonia;101.43;101;-1;07/05/2015
176;Guam;96.91;97;-1;07/05/2015
176;Swaziland;96.84;97;-1;07/05/2015
178;Laos;88.08;88;0;07/05/2015
179;Cambodia;86.31;86;0;07/05/2015
179;Chinese Taipei;85.5;86;0;07/05/2015
181;Nepal;69.51;71;0;07/05/2015
182;Brunei Darussalam;68.6;69;1;07/05/2015
183;Turks and Caicos Islands;66;66;1;07/05/2015
183;Macau;65.76;66;1;07/05/2015
185;Tahiti;65.5;65;1;07/05/2015
185;Mauritius;64.79;71;-4;07/05/2015
185;Comoros;64.65;65;1;07/05/2015
188;Sri Lanka;64.42;65;-2;07/05/2015
189;Seychelles;60.42;60;0;07/05/2015
190;São Tomé e Príncipe;57.62;58;0;07/05/2015
191;Cayman Islands;47.78;48;0;07/05/2015
192;Solomon Islands;46.39;46;0;07/05/2015
193;South Sudan;42.91;43;0;07/05/2015
194;San Marino;39.6;40;0;07/05/2015
195;Vanuatu;33.59;34;0;07/05/2015
196;Fiji;29.75;30;0;07/05/2015
196;Samoa;29.75;30;0;07/05/2015
198;Bahamas;26.4;26;0;07/05/2015
198;British Virgin Islands;25.63;26;0;07/05/2015
200;Mongolia;19.35;19;0;07/05/2015
201;Tonga;17;17;0;07/05/2015
202;Papua New Guinea;13.18;13;0;07/05/2015
203;American Samoa;12.14;12;0;07/05/2015
204;Andorra;8.23;8;0;07/05/2015
204;Eritrea;7.57;8;0;07/05/2015
206;Somalia;5.59;6;0;07/05/2015
207;Djibouti;4.3;4;0;07/05/2015
207;Cook Islands;3.54;4;0;07/05/2015
209;Anguilla;1.76;2;0;07/05/2015
1;Germany;1775.03;1687;0;04/06/2015
2;Belgium;1508.72;1457;1;04/06/2015
3;Argentina;1496.26;1494;-1;04/06/2015
4;Colombia;1434.92;1412;0;04/06/2015
5;Brazil;1392.1;1372;0;04/06/2015
6;Netherlands;1377.91;1301;0;04/06/2015
7;Portugal;1229.46;1221;0;04/06/2015
8;Uruguay;1183.33;1176;0;04/06/2015
9;France;1163.87;1127;2;04/06/2015
10;Spain;1147.01;1132;0;04/06/2015
11;Switzerland;1145.54;1135;-2;04/06/2015
12;Romania;1114.65;1086;0;04/06/2015
13;Italy;1100.58;1085;0;04/06/2015
14;Costa Rica;1056.16;1016;1;04/06/2015
15;England;1051.11;1030;-1;04/06/2015
16;Czech Republic;1035.54;923;2;04/06/2015
17;Slovakia;1012.31;920;2;04/06/2015
18;Croatia;991.97;977;-1;04/06/2015
19;Chile;989.45;1002;-3;04/06/2015
20;Austria;946.3;891;5;04/06/2015
21;Algeria;941.49;917;-1;04/06/2015
22;Wales;929.14;916;-1;04/06/2015
23;Mexico;926.19;908;-1;04/06/2015
24;Côte d'Ivoire;916.26;907;-1;04/06/2015
25;Greece;898.82;900;-1;04/06/2015
26;Russia;832.65;828;1;04/06/2015
27;USA;823.24;825;1;04/06/2015
28;Scotland;818.22;796;2;04/06/2015
29;Tunisia;807.87;793;2;04/06/2015
29;Denmark;807.8;808;0;04/06/2015
31;Ecuador;806.07;762;3;04/06/2015
32;Bosnia and Herzegovina;802.36;783;0;04/06/2015
32;Poland;801.55;753;3;04/06/2015
34;Ghana;800.39;833;-8;04/06/2015
35;Ukraine;784.07;772;-2;04/06/2015
36;Senegal;781.55;752;0;04/06/2015
37;Iceland;769.02;728;1;04/06/2015
38;Cape Verde Islands;745.58;737;-1;04/06/2015
39;Sweden;737.33;704;0;04/06/2015
40;Israel;725.27;649;6;04/06/2015
41;IR Iran;716.55;689;-1;04/06/2015
42;Hungary;684.88;665;1;04/06/2015
43;Nigeria;680.68;659;2;04/06/2015
44;Northern Ireland;675.63;672;-2;04/06/2015
45;Guinea;673.37;678;-4;04/06/2015
45;Serbia;672.56;664;-1;04/06/2015
47;Congo;666.13;624;2;04/06/2015
48;Slovenia;652.79;648;-1;04/06/2015
49;Cameroon;640.59;627;-1;04/06/2015
50;Equatorial Guinea;635.31;549;11;04/06/2015
51;Albania;623.72;575;6;04/06/2015
52;Japan;622.81;614;-2;04/06/2015
52;Mali;622.68;578;4;04/06/2015
54;Panama;597.39;587;-1;04/06/2015
55;Egypt;595.74;612;-4;04/06/2015
56;Congo DR;591.2;584;-2;04/06/2015
57;Turkey;589.71;603;-5;04/06/2015
58;Korea Republic;586.54;575;-1;04/06/2015
59;Gabon;582.73;583;-4;04/06/2015
60;Republic of Ireland;580.62;546;2;04/06/2015
61;Peru;546.3;532;2;04/06/2015
62;Bulgaria;536.6;505;5;04/06/2015
63;Australia;532.18;531;1;04/06/2015
64;Norway;527.71;491;6;04/06/2015
65;Jamaica;523.88;466;9;04/06/2015
66;Burkina Faso;520.24;517;0;04/06/2015
67;Trinidad and Tobago;519.36;519;-2;04/06/2015
68;Zambia;517.17;552;-8;04/06/2015
69;South Africa;515.26;553;-10;04/06/2015
70;Montenegro;512.52;457;5;04/06/2015
71;Uganda;503.86;485;0;04/06/2015
72;Venezuela;497.04;495;-3;04/06/2015
73;United Arab Emirates;495.73;501;-5;04/06/2015
74;Uzbekistan;478.85;476;-2;04/06/2015
75;Honduras;462.15;453;1;04/06/2015
76;Haiti;441.6;442;3;04/06/2015
77;Togo;438.42;435;3;04/06/2015
78;Finland;410.15;446;0;04/06/2015
79;China PR;408.57;408;3;04/06/2015
80;Belarus;400.46;397;3;04/06/2015
81;Mozambique;390.6;383;5;04/06/2015
82;Latvia;389.75;387;3;04/06/2015
83;Sierra Leone;386.59;382;5;04/06/2015
84;Armenia;383.44;449;-7;04/06/2015
85;Paraguay;382.39;415;-4;04/06/2015
86;Iraq;381.1;383;0;04/06/2015
87;Cyprus;377.11;342;9;04/06/2015
88;Angola;374.42;381;1;04/06/2015
89;Bolivia;371.06;360;3;04/06/2015
89;El Salvador;371.04;388;-5;04/06/2015
91;Estonia;369.5;358;2;04/06/2015
92;Morocco;368.56;371;-2;04/06/2015
93;Guatemala;348.16;371;-3;04/06/2015
94;Rwanda;345.64;474;-21;04/06/2015
95;Malawi;345.26;341;2;04/06/2015
96;Lithuania;341.18;333;4;04/06/2015
97;Qatar;334.43;337;2;04/06/2015
98;Saudi Arabia;329.15;349;-3;04/06/2015
99;Ethiopia;323.56;321;2;04/06/2015
100;FYR Macedonia;321.47;312;5;04/06/2015
101;Oman;319.15;341;-4;04/06/2015
102;Faroe Islands;318.4;318;0;04/06/2015
103;Jordan;315.65;316;0;04/06/2015
104;Antigua and Barbuda;312.75;311;2;04/06/2015
105;Namibia;303.16;279;9;04/06/2015
106;Bahrain;298.85;299;2;04/06/2015
107;Cuba;295.1;298;2;04/06/2015
108;Sudan;292.36;288;3;04/06/2015
109;Canada;290.38;277;6;04/06/2015
110;Benin;289.27;357;-16;04/06/2015
111;Botswana;284.54;314;-7;04/06/2015
112;St Vincent and the Grenadines;279.48;291;-2;04/06/2015
113;Madagascar;277.68;156;37;04/06/2015
114;St Kitts and Nevis;274.67;281;-2;04/06/2015
115;Azerbaijan;271.64;264;1;04/06/2015
116;Dominican Republic;256.55;257;2;04/06/2015
117;Niger;251.19;252;2;04/06/2015
118;Palestine;241.69;190;23;04/06/2015
119;Zimbabwe;238.01;235;4;04/06/2015
119;Libya;237.92;281;-7;04/06/2015
121;Syria;234.26;225;4;04/06/2015
122;Lesotho;226.31;242;-1;04/06/2015
123;Kenya;219.82;258;-6;04/06/2015
124;Moldova;218.71;245;-4;04/06/2015
125;Kuwait;218.23;224;1;04/06/2015
126;Bermuda;216.94;217;2;04/06/2015
127;Vietnam;215.21;229;-3;04/06/2015
127;Tanzania;214.53;304;-20;04/06/2015
129;Thailand;207.05;183;13;04/06/2015
129;Liechtenstein;206.89;219;-2;04/06/2015
131;Luxembourg;201.36;200;6;04/06/2015
132;Barbados;195.97;215;-2;04/06/2015
133;Kazakhstan;195;210;1;04/06/2015
134;Burundi;194.38;237;-12;04/06/2015
135;Lebanon;188.29;163;9;04/06/2015
136;St Lucia;185.99;214;-5;04/06/2015
137;Philippines;182.91;200;0;04/06/2015
138;New Zealand;179.55;163;6;04/06/2015
139;Georgia;173.21;197;0;04/06/2015
139;Tajikistan;173.15;173;4;04/06/2015
141;Central African Republic;161.21;163;3;04/06/2015
141;India;160.83;161;6;04/06/2015
143;Myanmar;160.48;133;15;04/06/2015
144;Curaçao;158.99;159;4;04/06/2015
145;Malta;154.34;158;4;04/06/2015
146;Timor-Leste;151.06;151;5;04/06/2015
146;Korea DPR;151.05;139;10;04/06/2015
148;Liberia;149.04;212;-16;04/06/2015
149;Mauritania;145.79;216;-20;04/06/2015
150;Suriname;140.61;141;5;04/06/2015
151;Aruba;137.99;204;-15;04/06/2015
151;Afghanistan;137.84;208;-16;04/06/2015
151;Nicaragua;137.65;142;3;04/06/2015
154;Singapore;136.1;130;8;04/06/2015
155;Guinea-Bissau;131.36;212;-23;04/06/2015
155;Indonesia;131.35;131;4;04/06/2015
155;Belize;130.61;131;4;04/06/2015
158;Guyana;129.37;128;5;04/06/2015
159;Bhutan;127.5;128;4;04/06/2015
160;Gambia;124.23;138;-3;04/06/2015
160;Grenada;124.12;113;11;04/06/2015
162;Swaziland;121.43;97;14;04/06/2015
162;Malaysia;120.87;120;4;04/06/2015
164;Hong Kong;117.53;116;5;04/06/2015
165;Yemen;117.09;117;3;04/06/2015
166;Bangladesh;115.77;116;3;04/06/2015
167;Puerto Rico;113.5;119;0;04/06/2015
168;Dominica;112.08;121;-3;04/06/2015
169;New Caledonia;111.26;101;6;04/06/2015
170;Pakistan;105.69;106;3;04/06/2015
171;US Virgin Islands;103.62;104;3;04/06/2015
172;Chad;100.12;150;-20;04/06/2015
173;Turkmenistan;99.16;131;-14;04/06/2015
174;Guam;96.91;97;2;04/06/2015
175;Laos;93.92;88;3;04/06/2015
176;Mauritius;90.29;65;9;04/06/2015
177;Kyrgyz Republic;88.78;148;-24;04/06/2015
178;Maldives;86.39;191;-38;04/06/2015
178;Cambodia;86.31;86;1;04/06/2015
178;Chinese Taipei;85.5;86;1;04/06/2015
181;Montserrat;74.05;107;-9;04/06/2015
182;Tahiti;70.51;65;3;04/06/2015
183;Nepal;69.51;70;-2;04/06/2015
184;Brunei Darussalam;68.6;69;-2;04/06/2015
185;Macau;65.76;66;-2;04/06/2015
186;Sri Lanka;64.42;64;2;04/06/2015
187;Seychelles;59.99;60;2;04/06/2015
188;São Tomé e Príncipe;57.62;58;2;04/06/2015
189;Cayman Islands;47.78;48;2;04/06/2015
190;Comoros;44.44;65;-5;04/06/2015
190;Solomon Islands;44.42;46;2;04/06/2015
192;San Marino;39.6;40;2;04/06/2015
193;Turks and Caicos Islands;33;66;-10;04/06/2015
194;British Virgin Islands;29.17;26;4;04/06/2015
195;Fiji;28.05;30;1;04/06/2015
196;Bahamas;26.4;26;2;04/06/2015
197;South Sudan;24.42;43;-4;04/06/2015
198;Samoa;21.25;30;-2;04/06/2015
199;Mongolia;19.35;19;1;04/06/2015
200;Vanuatu;17.37;34;-5;04/06/2015
200;Tonga;17;17;1;04/06/2015
202;Papua New Guinea;13.18;13;0;04/06/2015
203;American Samoa;12.14;12;0;04/06/2015
204;Andorra;8.1;8;0;04/06/2015
204;Eritrea;7.57;8;0;04/06/2015
206;Somalia;5.59;6;0;04/06/2015
207;Djibouti;4.3;4;0;04/06/2015
207;Cook Islands;3.54;4;0;04/06/2015
209;Anguilla;1.76;2;0;04/06/2015
1;Argentina;1472.55;1496;2;09/07/2015
2;Germany;1410.71;1775;-1;09/07/2015
3;Belgium;1243.9;1509;-1;09/07/2015
4;Colombia;1217.37;1435;0;09/07/2015
5;Netherlands;1204.37;1378;1;09/07/2015
6;Brazil;1185.59;1392;-1;09/07/2015
7;Portugal;1177.06;1229;0;09/07/2015
8;Romania;1166.43;1115;4;09/07/2015
9;England;1156.83;1051;6;09/07/2015
10;Wales;1154.78;929;12;09/07/2015
11;Chile;1129.28;989;8;09/07/2015
12;Spain;1110.44;1147;-2;09/07/2015
13;Uruguay;1035.97;1183;-5;09/07/2015
14;Croatia;1022.58;992;4;09/07/2015
15;Slovakia;1016.23;1012;2;09/07/2015
15;Austria;1015.8;946;5;09/07/2015
17;Italy;1001.05;1101;-4;09/07/2015
18;Switzerland;997.25;1146;-7;09/07/2015
19;Algeria;941.24;941;2;09/07/2015
20;Czech Republic;933.06;1036;-4;09/07/2015
21;Côte d'Ivoire;916.79;916;3;09/07/2015
22;France;882.05;1164;-13;09/07/2015
23;Iceland;876.97;769;14;09/07/2015
24;Denmark;876.01;808;5;09/07/2015
25;Ghana;827.14;800;9;09/07/2015
26;Bosnia and Herzegovina;818.85;802;6;09/07/2015
27;Ukraine;790.84;784;8;09/07/2015
28;Russia;781.81;833;-2;09/07/2015
29;Scotland;774.08;818;-1;09/07/2015
30;Poland;768.72;802;2;09/07/2015
31;Hungary;763.42;685;11;09/07/2015
32;Tunisia;758.2;808;-3;09/07/2015
33;Sweden;751.87;737;6;09/07/2015
34;USA;748.25;823;-7;09/07/2015
35;Ecuador;737.98;806;-4;09/07/2015
36;Albania;721.76;624;15;09/07/2015
37;Northern Ireland;721.4;676;7;09/07/2015
38;IR Iran;716.27;717;3;09/07/2015
39;Senegal;715.07;782;-3;09/07/2015
40;Mexico;696.81;926;-17;09/07/2015
41;Costa Rica;695.45;1056;-27;09/07/2015
42;Cameroon;671.69;641;7;09/07/2015
43;Serbia;661.88;673;2;09/07/2015
44;Greece;660.68;899;-19;09/07/2015
45;Venezuela;643.03;497;27;09/07/2015
46;Peru;634.76;546;15;09/07/2015
47;Congo;630.44;666;0;09/07/2015
48;Turkey;627.41;590;9;09/07/2015
49;Slovenia;625.71;653;-1;09/07/2015
50;Japan;620.98;623;2;09/07/2015
51;Israel;619.83;725;-11;09/07/2015
52;Cape Verde Islands;608.14;746;-14;09/07/2015
52;Republic of Ireland;607.88;581;8;09/07/2015
52;Korea Republic;607.69;587;6;09/07/2015
55;Egypt;605.88;596;0;09/07/2015
56;Paraguay;602.66;382;29;09/07/2015
57;Nigeria;600.58;681;-14;09/07/2015
58;Guinea;591.02;673;-13;09/07/2015
59;Australia;559.3;532;4;09/07/2015
60;Congo DR;555.38;591;-4;09/07/2015
61;Mali;550.4;623;-9;09/07/2015
62;Panama;549;597;-8;09/07/2015
63;Equatorial Guinea;546.23;635;-13;09/07/2015
64;Trinidad and Tobago;542.95;519;3;09/07/2015
65;Gabon;524.08;583;-6;09/07/2015
66;Bolivia;510.55;371;23;09/07/2015
67;Norway;494.98;528;-3;09/07/2015
68;Bulgaria;489.06;537;-6;09/07/2015
69;United Arab Emirates;487.15;496;4;09/07/2015
70;South Africa;482.96;515;-1;09/07/2015
71;Zambia;482.03;517;-3;09/07/2015
72;Burkina Faso;481.15;520;-6;09/07/2015
73;Uganda;467.38;504;-2;09/07/2015
74;Faroe Islands;455.95;318;28;09/07/2015
75;Uzbekistan;452.75;479;-1;09/07/2015
76;Jamaica;436.6;524;-11;09/07/2015
77;China PR;436.43;409;2;09/07/2015
78;Rwanda;433.03;346;16;09/07/2015
79;Haiti;427.82;442;-3;09/07/2015
80;Honduras;426.63;462;-5;09/07/2015
81;Montenegro;422.9;513;-11;09/07/2015
82;Estonia;420.41;370;9;09/07/2015
83;Togo;414.98;438;-6;09/07/2015
84;Morocco;393.55;369;8;09/07/2015
85;Cyprus;390.79;377;2;09/07/2015
86;Iraq;381.99;381;0;09/07/2015
87;Latvia;376.61;390;-5;09/07/2015
88;El Salvador;374.25;371;1;09/07/2015
89;Armenia;372.8;383;-5;09/07/2015
90;Sudan;371.48;292;18;09/07/2015
90;Finland;371.05;410;-12;09/07/2015
92;Angola;355.28;374;-4;09/07/2015
92;Jordan;354.72;316;11;09/07/2015
92;Saudi Arabia;354.51;329;6;09/07/2015
95;Mozambique;354.32;391;-14;09/07/2015
96;Benin;345.46;289;14;09/07/2015
96;Libya;345.36;238;23;09/07/2015
96;Niger;345.31;251;21;09/07/2015
96;Qatar;344.88;334;1;09/07/2015
100;Belarus;341.31;400;-20;09/07/2015
101;Ethiopia;333.33;324;-2;09/07/2015
102;Oman;329.46;319;-1;09/07/2015
103;Canada;328.22;290;6;09/07/2015
104;Cuba;312.71;295;3;09/07/2015
105;Guatemala;310.8;348;-12;09/07/2015
105;FYR Macedonia;310.72;321;-5;09/07/2015
107;Antigua and Barbuda;303.41;313;-3;09/07/2015
108;Malawi;302.07;345;-13;09/07/2015
108;Azerbaijan;301.73;272;7;09/07/2015
110;Lithuania;301.06;341;-14;09/07/2015
111;Sierra Leone;299.95;387;-28;09/07/2015
112;Zimbabwe;290.43;238;7;09/07/2015
113;Bahrain;281.94;299;-7;09/07/2015
114;Namibia;275.59;303;-9;09/07/2015
115;St Vincent and the Grenadines;268.36;279;-3;09/07/2015
116;Kenya;262.75;220;7;09/07/2015
117;Syria;262.36;234;4;09/07/2015
118;Belize;257.2;131;37;09/07/2015
119;Palestine;254.67;242;-1;09/07/2015
120;St Kitts and Nevis;254.32;275;-6;09/07/2015
120;Botswana;253.88;285;-9;09/07/2015
122;Madagascar;249.83;278;-9;09/07/2015
123;Kuwait;242.46;218;2;09/07/2015
124;Philippines;236.24;183;13;09/07/2015
124;Moldova;235.68;219;0;09/07/2015
126;Dominican Republic;227.35;257;-10;09/07/2015
127;St Lucia;224.97;186;9;09/07/2015
128;Mauritania;224.22;146;21;09/07/2015
129;Korea DPR;222.16;151;17;09/07/2015
130;Lebanon;218.49;188;5;09/07/2015
131;Burundi;217.48;194;3;09/07/2015
131;Lesotho;217.37;226;-9;09/07/2015
133;Guinea-Bissau;212.62;131;22;09/07/2015
134;Afghanistan;212.14;138;17;09/07/2015
135;Aruba;211.49;138;16;09/07/2015
136;Bermuda;209.35;217;-10;09/07/2015
136;New Zealand;208.76;180;2;09/07/2015
138;Swaziland;206;121;24;09/07/2015
139;Tanzania;199.82;215;-12;09/07/2015
140;Thailand;199.18;207;-11;09/07/2015
141;Barbados;197.82;196;-9;09/07/2015
142;Kazakhstan;192.63;195;-9;09/07/2015
143;Gambia;188.43;124;17;09/07/2015
143;Nicaragua;188.24;138;8;09/07/2015
143;Vietnam;187.87;215;-16;09/07/2015
146;Luxembourg;186.98;201;-15;09/07/2015
147;Liechtenstein;181.6;207;-18;09/07/2015
148;Tajikistan;181.23;173;-9;09/07/2015
149;Curaçao;174.3;159;-5;09/07/2015
150;Puerto Rico;169.46;114;17;09/07/2015
150;Singapore;168.67;136;4;09/07/2015
152;Turkmenistan;166.73;99;21;09/07/2015
153;Georgia;165.49;173;-14;09/07/2015
154;Hong Kong;163.48;118;10;09/07/2015
154;Guam;163.39;97;20;09/07/2015
156;India;160.83;161;-15;09/07/2015
157;Kyrgyz Republic;159.82;89;20;09/07/2015
158;Malta;156.97;154;-13;09/07/2015
159;Guyana;155;129;-1;09/07/2015
160;Grenada;152.55;124;0;09/07/2015
161;Liberia;152.45;149;-13;09/07/2015
162;Myanmar;144.64;160;-19;09/07/2015
163;Suriname;140.61;141;-13;09/07/2015
164;Indonesia;134.19;131;-9;09/07/2015
165;Timor-Leste;130.44;151;-19;09/07/2015
166;Bhutan;127.5;128;-7;09/07/2015
167;New Caledonia;117.98;111;2;09/07/2015
168;Malaysia;116.95;121;-6;09/07/2015
169;Bangladesh;115.25;116;-3;09/07/2015
170;Central African Republic;110.56;161;-29;09/07/2015
171;Yemen;104.31;117;-6;09/07/2015
172;Pakistan;101.39;106;-2;09/07/2015
173;Chad;100.12;100;-1;09/07/2015
174;Dominica;97.59;112;-6;09/07/2015
175;US Virgin Islands;97.4;104;-4;09/07/2015
176;Maldives;87.09;86;2;09/07/2015
177;Laos;85.63;94;-2;09/07/2015
178;Montserrat;74.05;74;3;09/07/2015
179;Chinese Taipei;72.1;86;-1;09/07/2015
180;Mauritius;71.48;90;-4;09/07/2015
181;Cambodia;66.36;86;-3;09/07/2015
181;Macau;65.76;66;4;09/07/2015
183;Sri Lanka;61.7;64;3;09/07/2015
184;Brunei Darussalam;61.02;69;0;09/07/2015
185;Nepal;60.33;70;-2;09/07/2015
186;Seychelles;52.29;60;1;09/07/2015
187;Comoros;50.89;44;3;09/07/2015
188;Tahiti;49.55;71;-6;09/07/2015
189;São Tomé e Príncipe;48.02;58;-1;09/07/2015
189;Cayman Islands;47.78;48;0;09/07/2015
191;Solomon Islands;43.76;44;-1;09/07/2015
192;San Marino;39.6;40;0;09/07/2015
193;Turks and Caicos Islands;33;33;0;09/07/2015
194;British Virgin Islands;26.53;29;0;09/07/2015
195;South Sudan;24.42;24;2;09/07/2015
196;Samoa;18.59;21;2;09/07/2015
197;Vanuatu;17.37;17;3;09/07/2015
197;Tonga;17;17;3;09/07/2015
199;Fiji;16.29;28;-4;09/07/2015
200;Bahamas;13.2;26;-4;09/07/2015
201;American Samoa;12.14;12;2;09/07/2015
202;Papua New Guinea;9.21;13;0;09/07/2015
202;Andorra;8.53;8;2;09/07/2015
204;Eritrea;7.57;8;0;09/07/2015
205;Mongolia;6.45;19;-6;09/07/2015
205;Somalia;5.59;6;1;09/07/2015
207;Djibouti;4.3;4;0;09/07/2015
207;Cook Islands;3.54;4;0;09/07/2015
209;Anguilla;0;2;0;09/07/2015
1;Argentina;1424.86;1473;0;06/08/2015
2;Belgium;1243.9;1244;1;06/08/2015
3;Germany;1226.48;1411;-1;06/08/2015
4;Colombia;1217.76;1217;0;06/08/2015
5;Brazil;1185.75;1186;1;06/08/2015
6;Portugal;1177.06;1177;1;06/08/2015
7;Romania;1166.43;1166;1;06/08/2015
8;England;1156.83;1157;1;06/08/2015
9;Wales;1154.78;1155;1;06/08/2015
10;Chile;1123.53;1129;1;06/08/2015
11;Spain;1110.44;1110;1;06/08/2015
12;Netherlands;1031.83;1204;-7;06/08/2015
13;Croatia;1022.58;1023;1;06/08/2015
14;Slovakia;1016.23;1016;1;06/08/2015
14;Austria;1015.8;1016;1;06/08/2015
16;Italy;1001.05;1001;1;06/08/2015
17;Switzerland;997.25;997;1;06/08/2015
18;Uruguay;988.39;1036;-5;06/08/2015
19;Algeria;941.24;941;0;06/08/2015
20;Czech Republic;933.06;933;0;06/08/2015
21;Côte d'Ivoire;911.95;917;0;06/08/2015
22;Albania;888.29;722;14;06/08/2015
23;France;882.05;882;-1;06/08/2015
24;Iceland;876.97;877;-1;06/08/2015
25;Denmark;876.01;876;-1;06/08/2015
26;Mexico;838.17;697;14;06/08/2015
27;Ghana;827.14;827;-2;06/08/2015
28;Bosnia and Herzegovina;818.85;819;-2;06/08/2015
29;USA;815.57;748;5;06/08/2015
30;Ukraine;790.84;791;-3;06/08/2015
31;Russia;781.81;782;-3;06/08/2015
32;Scotland;774.08;774;-3;06/08/2015
33;Poland;768.72;769;-3;06/08/2015
34;Tunisia;767.82;758;-2;06/08/2015
35;Hungary;763.42;763;-4;06/08/2015
36;Ecuador;757.56;738;-1;06/08/2015
37;Sweden;751.87;752;-4;06/08/2015
38;Costa Rica;727.98;695;3;06/08/2015
39;Senegal;721.69;715;0;06/08/2015
40;Northern Ireland;721.4;721;-3;06/08/2015
41;IR Iran;718.19;716;-3;06/08/2015
42;Cameroon;667.34;672;0;06/08/2015
43;Congo;665.86;630;4;06/08/2015
44;Greece;660.68;661;0;06/08/2015
45;Turkey;627.41;627;3;06/08/2015
46;Slovenia;625.71;626;3;06/08/2015
47;Israel;619.83;620;4;06/08/2015
48;Venezuela;617.23;643;-3;06/08/2015
49;Peru;611.54;635;-3;06/08/2015
50;Cape Verde Islands;608.14;608;2;06/08/2015
50;Republic of Ireland;607.88;608;2;06/08/2015
52;Egypt;605.88;606;3;06/08/2015
53;Nigeria;600.59;601;4;06/08/2015
54;Korea Republic;599.17;608;-2;06/08/2015
55;Jamaica;596.44;437;21;06/08/2015
56;Trinidad and Tobago;595.24;543;8;06/08/2015
56;Japan;594.86;621;-6;06/08/2015
58;Paraguay;588.05;603;-2;06/08/2015
59;Congo DR;555.03;555;1;06/08/2015
60;Guinea;551.58;591;-2;06/08/2015
61;Australia;550.91;559;-2;06/08/2015
62;Equatorial Guinea;546.23;546;1;06/08/2015
63;Mali;544.78;550;-2;06/08/2015
64;Gabon;544.35;524;1;06/08/2015
